timestamp,date,hour,day_of_week,is_weekend,is_holiday,month,junction_name,weather,event_nearby,anomaly_cause,vehicle_count,avg_speed_kmh,delay_minutes,congestion_level,day_of_week_enc,junction_name_enc,weather_enc,event_nearby_enc,anomaly_cause_enc,congestion_level_enc
2023-01-03 11:00,2023-01-03,11,Tuesday,0,0,1,Electronic City Flyover,Clear,None,None,277,44,7.6,Low,5,1,0,5,1,1
2023-01-03 12:00,2023-01-03,12,Tuesday,0,0,1,Bannerghatta Rd,Clear,Political Rally,None,569,36,12.2,Medium,5,0,0,6,1,2
2023-01-03 13:00,2023-01-03,13,Tuesday,0,0,1,Marathahalli Bridge,Clear,None,Accident,93,53,3.7,Low,5,5,0,5,0,1
2023-01-03 14:00,2023-01-03,14,Tuesday,0,0,1,Whitefield Main Rd,Clear,Exhibition,None,460,39,10.3,Medium,5,9,0,2,1,2
2023-01-03 15:00,2023-01-03,15,Tuesday,0,0,1,Outer Ring Road & Bellandur,Clear,None,None,321,49,7.9,Medium,5,6,0,5,1,2
2023-01-03 16:00,2023-01-03,16,Tuesday,0,0,1,Outer Ring Road & Bellandur,Cloudy,Political Rally,None,362,43,8.7,Medium,5,6,1,6,1,2
2023-01-03 17:00,2023-01-03,17,Tuesday,0,0,1,Electronic City Flyover,Clear,None,None,1057,20,19.6,High,5,1,0,5,1,0
2023-01-03 18:00,2023-01-03,18,Tuesday,0,0,1,KR Puram Junction,Clear,Political Rally,VIP Movement,710,31,13.2,High,5,3,0,6,4,0
2023-01-03 19:00,2023-01-03,19,Tuesday,0,0,1,MG Road & Brigade Rd,Clear,Political Rally,Power Outage,721,26,13.5,High,5,4,0,6,2,0
2023-01-03 20:00,2023-01-03,20,Tuesday,0,0,1,Silk Board Junction,Cloudy,None,None,1214,12,22.4,High,5,8,1,5,1,0
2023-01-03 21:00,2023-01-03,21,Tuesday,0,0,1,Electronic City Flyover,Heavy Rain,Exhibition,None,198,49,5.2,Low,5,1,3,2,1,1
2023-01-03 22:00,2023-01-03,22,Tuesday,0,0,1,Marathahalli Bridge,Clear,None,None,236,50,6.9,Low,5,5,0,5,1,1
2023-01-03 23:00,2023-01-03,23,Tuesday,0,0,1,Bannerghatta Rd,Clear,Festival,None,113,57,3.8,Low,5,0,0,3,1,1
2023-01-04 00:00,2023-01-04,0,Wednesday,0,0,1,Silk Board Junction,Fog,None,None,18,54,2.0,Low,6,8,2,5,1,1
2023-01-04 01:00,2023-01-04,1,Wednesday,0,0,1,Silk Board Junction,Cloudy,None,None,71,56,1.9,Low,6,8,1,5,1,1
2023-01-04 02:00,2023-01-04,2,Wednesday,0,0,1,Hebbal Flyover,Cloudy,None,None,42,56,0.8,Low,6,2,1,5,1,1
2023-01-04 03:00,2023-01-04,3,Wednesday,0,0,1,KR Puram Junction,Cloudy,None,Waterlogging,10,58,2.8,Low,6,3,1,5,5,1
2023-01-04 04:00,2023-01-04,4,Wednesday,0,0,1,MG Road & Brigade Rd,Clear,None,None,39,53,2.3,Low,6,4,0,5,1,1
2023-01-04 05:00,2023-01-04,5,Wednesday,0,0,1,MG Road & Brigade Rd,Clear,None,Power Outage,43,56,1.6,Low,6,4,0,5,2,1
2023-01-04 06:00,2023-01-04,6,Wednesday,0,0,1,Marathahalli Bridge,Cloudy,None,None,314,43,6.9,Medium,6,5,1,5,1,2
2023-01-04 07:00,2023-01-04,7,Wednesday,0,0,1,MG Road & Brigade Rd,Clear,Political Rally,None,571,41,12.3,Medium,6,4,0,6,1,2
2023-01-04 08:00,2023-01-04,8,Wednesday,0,0,1,Marathahalli Bridge,Cloudy,Festival,None,1237,6,22.5,High,6,5,1,3,1,0
2023-01-04 09:00,2023-01-04,9,Wednesday,0,0,1,Marathahalli Bridge,Clear,None,None,1033,14,18.0,High,6,5,0,5,1,0
2023-01-04 10:00,2023-01-04,10,Wednesday,0,0,1,MG Road & Brigade Rd,Heavy Rain,None,None,565,41,11.6,Medium,6,4,3,5,1,2
2023-01-04 11:00,2023-01-04,11,Wednesday,0,0,1,Silk Board Junction,Clear,None,Accident,222,52,4.6,Low,6,8,0,5,0,1
2023-01-04 12:00,2023-01-04,12,Wednesday,0,0,1,Outer Ring Road & Bellandur,Cloudy,Political Rally,None,545,35,9.9,Medium,6,6,1,6,1,2
2023-01-04 13:00,2023-01-04,13,Wednesday,0,0,1,Marathahalli Bridge,Fog,Festival,Accident,111,59,1.9,Low,6,5,2,3,0,1
2023-01-04 14:00,2023-01-04,14,Wednesday,0,0,1,MG Road & Brigade Rd,Clear,Political Rally,Road Construction,182,50,5.0,Low,6,4,0,6,3,1
2023-01-04 15:00,2023-01-04,15,Wednesday,0,0,1,Whitefield Main Rd,Rain,Marathon,Road Construction,65,54,2.1,Low,6,9,4,4,3,1
2023-01-04 16:00,2023-01-04,16,Wednesday,0,0,1,KR Puram Junction,Clear,Cricket Match,None,468,37,9.1,Medium,6,3,0,1,1,2
2023-01-04 17:00,2023-01-04,17,Wednesday,0,0,1,MG Road & Brigade Rd,Rain,None,Road Construction,344,50,7.4,Medium,6,4,4,5,3,2
2023-01-04 18:00,2023-01-04,18,Wednesday,0,0,1,Sarjapur Junction,Clear,Festival,Accident,545,42,11.7,Medium,6,7,0,3,0,2
2023-01-04 19:00,2023-01-04,19,Wednesday,0,0,1,Hebbal Flyover,Clear,None,None,1125,19,21.2,High,6,2,0,5,1,0
2023-01-04 20:00,2023-01-04,20,Wednesday,0,0,1,Silk Board Junction,Fog,None,None,566,36,11.0,Medium,6,8,2,5,1,2
2023-01-04 21:00,2023-01-04,21,Wednesday,0,0,1,Whitefield Main Rd,Cloudy,Marathon,None,172,52,4.2,Low,6,9,1,4,1,1
2023-01-04 22:00,2023-01-04,22,Wednesday,0,0,1,MG Road & Brigade Rd,Clear,Political Rally,None,613,33,11.5,Medium,6,4,0,6,1,2
2023-01-04 23:00,2023-01-04,23,Wednesday,0,0,1,KR Puram Junction,Clear,None,None,73,55,1.6,Low,6,3,0,5,1,1
2023-01-05 00:00,2023-01-05,0,Thursday,0,0,1,Electronic City Flyover,Clear,Political Rally,None,38,53,1.8,Low,4,1,0,6,1,1
2023-01-05 01:00,2023-01-05,1,Thursday,0,0,1,Outer Ring Road & Bellandur,Clear,None,None,25,63,0.7,Low,4,6,0,5,1,1
2023-01-05 02:00,2023-01-05,2,Thursday,0,0,1,Bannerghatta Rd,Fog,None,None,38,61,2.7,Low,4,0,2,5,1,1
2023-01-05 03:00,2023-01-05,3,Thursday,0,0,1,Hebbal Flyover,Clear,None,None,37,62,1.1,Low,4,2,0,5,1,1
2023-01-05 04:00,2023-01-05,4,Thursday,0,0,1,Electronic City Flyover,Cloudy,None,None,41,58,2.8,Low,4,1,1,5,1,1
2023-01-05 05:00,2023-01-05,5,Thursday,0,0,1,KR Puram Junction,Cloudy,None,None,0,61,2.0,Low,4,3,1,5,1,1
2023-01-05 06:00,2023-01-05,6,Thursday,0,0,1,KR Puram Junction,Cloudy,None,None,245,51,4.2,Low,4,3,1,5,1,1
2023-01-05 07:00,2023-01-05,7,Thursday,0,0,1,Whitefield Main Rd,Cloudy,Exhibition,None,387,41,8.7,Medium,4,9,1,2,1,2
2023-01-05 08:00,2023-01-05,8,Thursday,0,0,1,KR Puram Junction,Clear,Festival,None,1324,6,22.3,High,4,3,0,3,1,0
2023-01-05 09:00,2023-01-05,9,Thursday,0,0,1,Hebbal Flyover,Clear,None,None,808,25,14.0,High,4,2,0,5,1,0
2023-01-05 10:00,2023-01-05,10,Thursday,0,0,1,Sarjapur Junction,Clear,None,None,1094,20,19.7,High,4,7,0,5,1,0
2023-01-05 11:00,2023-01-05,11,Thursday,0,0,1,Marathahalli Bridge,Cloudy,None,None,231,45,5.2,Low,4,5,1,5,1,1
2023-01-05 12:00,2023-01-05,12,Thursday,0,0,1,Outer Ring Road & Bellandur,Clear,Festival,Road Construction,210,55,6.3,Low,4,6,0,3,3,1
2023-01-05 13:00,2023-01-05,13,Thursday,0,0,1,KR Puram Junction,Clear,None,None,302,45,6.2,Medium,4,3,0,5,1,2
2023-01-05 14:00,2023-01-05,14,Thursday,0,0,1,Hebbal Flyover,Fog,None,Road Construction,148,58,4.0,Low,4,2,2,5,3,1
2023-01-05 15:00,2023-01-05,15,Thursday,0,0,1,Sarjapur Junction,Clear,None,None,188,54,6.0,Low,4,7,0,5,1,1
2023-01-05 16:00,2023-01-05,16,Thursday,0,0,1,Whitefield Main Rd,Clear,None,None,475,39,9.6,Medium,4,9,0,5,1,2
2023-01-05 17:00,2023-01-05,17,Thursday,0,0,1,MG Road & Brigade Rd,Heavy Rain,Marathon,Accident,143,49,4.8,Low,4,4,3,4,0,1
2023-01-05 18:00,2023-01-05,18,Thursday,0,0,1,Whitefield Main Rd,Clear,Festival,None,1845,5,33.2,High,4,9,0,3,1,0
2023-01-05 19:00,2023-01-05,19,Thursday,0,0,1,Sarjapur Junction,Clear,None,Accident,365,41,6.2,Medium,4,7,0,5,0,2
2023-01-05 20:00,2023-01-05,20,Thursday,0,0,1,Sarjapur Junction,Clear,None,None,826,21,15.7,High,4,7,0,5,1,0
2023-01-05 21:00,2023-01-05,21,Thursday,0,0,1,Bannerghatta Rd,Cloudy,Political Rally,Waterlogging,157,57,2.7,Low,4,0,1,6,5,1
2023-01-05 22:00,2023-01-05,22,Thursday,0,0,1,Outer Ring Road & Bellandur,Rain,Exhibition,None,292,49,5.2,Low,4,6,4,2,1,1
2023-01-05 23:00,2023-01-05,23,Thursday,0,0,1,Bannerghatta Rd,Clear,None,Accident,40,56,1.9,Low,4,0,0,5,0,1
2023-01-06 00:00,2023-01-06,0,Friday,0,0,1,Sarjapur Junction,Clear,None,None,24,58,2.7,Low,0,7,0,5,1,1
2023-01-06 01:00,2023-01-06,1,Friday,0,0,1,Bannerghatta Rd,Clear,None,None,77,51,3.5,Low,0,0,0,5,1,1
2023-01-06 02:00,2023-01-06,2,Friday,0,0,1,KR Puram Junction,Clear,None,Waterlogging,7,54,2.4,Low,0,3,0,5,5,1
2023-01-06 03:00,2023-01-06,3,Friday,0,0,1,Silk Board Junction,Clear,None,None,25,58,1.1,Low,0,8,0,5,1,1
2023-01-06 04:00,2023-01-06,4,Friday,0,0,1,Hebbal Flyover,Clear,None,None,46,59,3.0,Low,0,2,0,5,1,1
2023-01-06 05:00,2023-01-06,5,Friday,0,0,1,Whitefield Main Rd,Clear,Festival,None,44,53,2.2,Low,0,9,0,3,1,1
2023-01-06 06:00,2023-01-06,6,Friday,0,0,1,Outer Ring Road & Bellandur,Fog,None,Accident,99,53,2.8,Low,0,6,2,5,0,1
2023-01-06 07:00,2023-01-06,7,Friday,0,0,1,Outer Ring Road & Bellandur,Clear,None,None,420,46,8.0,Medium,0,6,0,5,1,2
2023-01-06 08:00,2023-01-06,8,Friday,0,0,1,Whitefield Main Rd,Rain,Political Rally,None,882,22,16.4,High,0,9,4,6,1,0
2023-01-06 09:00,2023-01-06,9,Friday,0,0,1,Bannerghatta Rd,Rain,Exhibition,None,944,21,16.0,High,0,0,4,2,1,0
2023-01-06 10:00,2023-01-06,10,Friday,0,0,1,KR Puram Junction,Clear,None,None,1089,14,20.2,High,0,3,0,5,1,0
2023-01-06 11:00,2023-01-06,11,Friday,0,0,1,Whitefield Main Rd,Cloudy,Marathon,Waterlogging,56,60,1.3,Low,0,9,1,4,5,1
2023-01-06 12:00,2023-01-06,12,Friday,0,0,1,Outer Ring Road & Bellandur,Cloudy,Exhibition,None,444,46,7.6,Medium,0,6,1,2,1,2
2023-01-06 13:00,2023-01-06,13,Friday,0,0,1,MG Road & Brigade Rd,Clear,None,Accident,195,51,5.5,Low,0,4,0,5,0,1
2023-01-06 14:00,2023-01-06,14,Friday,0,0,1,Marathahalli Bridge,Clear,None,None,432,38,10.1,Medium,0,5,0,5,1,2
2023-01-06 15:00,2023-01-06,15,Friday,0,0,1,Electronic City Flyover,Clear,Exhibition,None,228,54,5.7,Low,0,1,0,2,1,1
2023-01-06 16:00,2023-01-06,16,Friday,0,0,1,Whitefield Main Rd,Clear,None,None,459,42,8.9,Medium,0,9,0,5,1,2
2023-01-06 17:00,2023-01-06,17,Friday,0,0,1,Bannerghatta Rd,Clear,Political Rally,None,1268,12,23.6,High,0,0,0,6,1,0
2023-01-06 18:00,2023-01-06,18,Friday,0,0,1,Silk Board Junction,Rain,None,Road Construction,383,43,7.1,Medium,0,8,4,5,3,2
2023-01-06 19:00,2023-01-06,19,Friday,0,0,1,Hebbal Flyover,Clear,None,None,1309,5,24.5,High,0,2,0,5,1,0
2023-01-06 20:00,2023-01-06,20,Friday,0,0,1,Marathahalli Bridge,Clear,None,VIP Movement,631,37,12.3,Medium,0,5,0,5,4,2
2023-01-06 21:00,2023-01-06,21,Friday,0,0,1,Sarjapur Junction,Cloudy,Concert,None,628,31,12.8,Medium,0,7,1,0,1,2
2023-01-06 22:00,2023-01-06,22,Friday,0,0,1,Outer Ring Road & Bellandur,Fog,Cricket Match,Road Construction,225,55,6.5,Low,0,6,2,1,3,1
2023-01-06 23:00,2023-01-06,23,Friday,0,0,1,Marathahalli Bridge,Fog,None,None,3,55,1.5,Low,0,5,2,5,1,1
2023-01-07 00:00,2023-01-07,0,Saturday,1,0,1,KR Puram Junction,Cloudy,Exhibition,None,110,57,2.2,Low,2,3,1,2,1,1
2023-01-07 01:00,2023-01-07,1,Saturday,1,0,1,Hebbal Flyover,Clear,None,None,162,48,4.7,Low,2,2,0,5,1,1
2023-01-07 02:00,2023-01-07,2,Saturday,1,0,1,Silk Board Junction,Cloudy,None,None,159,48,2.9,Low,2,8,1,5,1,1
2023-01-07 03:00,2023-01-07,3,Saturday,1,0,1,Silk Board Junction,Rain,None,None,99,60,1.7,Low,2,8,4,5,1,1
2023-01-07 04:00,2023-01-07,4,Saturday,1,0,1,Bannerghatta Rd,Clear,None,None,126,53,2.2,Low,2,0,0,5,1,1
2023-01-07 05:00,2023-01-07,5,Saturday,1,0,1,Electronic City Flyover,Clear,None,None,185,55,4.7,Low,2,1,0,5,1,1
2023-01-07 06:00,2023-01-07,6,Saturday,1,0,1,Whitefield Main Rd,Fog,None,Road Construction,18,54,2.2,Low,2,9,2,5,3,1
2023-01-07 07:00,2023-01-07,7,Saturday,1,0,1,Marathahalli Bridge,Clear,Cricket Match,VIP Movement,105,56,1.9,Low,2,5,0,1,4,1
2023-01-07 08:00,2023-01-07,8,Saturday,1,0,1,KR Puram Junction,Cloudy,Exhibition,Road Construction,17,61,1.5,Low,2,3,1,2,3,1
2023-01-07 09:00,2023-01-07,9,Saturday,1,0,1,Sarjapur Junction,Clear,Cricket Match,None,242,54,4.6,Low,2,7,0,1,1,1
2023-01-07 10:00,2023-01-07,10,Saturday,1,0,1,Hebbal Flyover,Rain,None,Accident,93,60,2.2,Low,2,2,4,5,0,1
2023-01-07 11:00,2023-01-07,11,Saturday,1,0,1,Hebbal Flyover,Rain,None,None,242,49,7.0,Low,2,2,4,5,1,1
2023-01-07 12:00,2023-01-07,12,Saturday,1,0,1,Electronic City Flyover,Clear,Marathon,None,290,48,4.9,Low,2,1,0,4,1,1
2023-01-07 13:00,2023-01-07,13,Saturday,1,0,1,Hebbal Flyover,Clear,None,None,502,38,10.8,Medium,2,2,0,5,1,2
2023-01-07 14:00,2023-01-07,14,Saturday,1,0,1,Outer Ring Road & Bellandur,Cloudy,None,None,510,36,11.0,Medium,2,6,1,5,1,2
2023-01-07 15:00,2023-01-07,15,Saturday,1,0,1,Hebbal Flyover,Clear,Cricket Match,None,629,33,12.3,Medium,2,2,0,1,1,2
2023-01-07 16:00,2023-01-07,16,Saturday,1,0,1,Hebbal Flyover,Cloudy,None,None,318,43,7.0,Medium,2,2,1,5,1,2
2023-01-07 17:00,2023-01-07,17,Saturday,1,0,1,MG Road & Brigade Rd,Clear,None,None,328,48,6.6,Medium,2,4,0,5,1,2
2023-01-07 18:00,2023-01-07,18,Saturday,1,0,1,KR Puram Junction,Cloudy,None,None,332,41,6.7,Medium,2,3,1,5,1,2
2023-01-07 19:00,2023-01-07,19,Saturday,1,0,1,Electronic City Flyover,Clear,Cricket Match,None,923,23,17.9,High,2,1,0,1,1,0
2023-01-07 20:00,2023-01-07,20,Saturday,1,0,1,Sarjapur Junction,Clear,None,None,458,36,9.0,Medium,2,7,0,5,1,2
2023-01-07 21:00,2023-01-07,21,Saturday,1,0,1,Hebbal Flyover,Clear,Cricket Match,VIP Movement,88,55,1.6,Low,2,2,0,1,4,1
2023-01-07 22:00,2023-01-07,22,Saturday,1,0,1,Marathahalli Bridge,Clear,Cricket Match,None,85,51,3.0,Low,2,5,0,1,1,1
2023-01-07 23:00,2023-01-07,23,Saturday,1,0,1,Outer Ring Road & Bellandur,Fog,None,None,125,52,3.7,Low,2,6,2,5,1,1
2023-01-08 00:00,2023-01-08,0,Sunday,1,0,1,Silk Board Junction,Rain,None,None,82,60,3.9,Low,3,8,4,5,1,1
2023-01-08 01:00,2023-01-08,1,Sunday,1,0,1,KR Puram Junction,Clear,None,None,184,55,3.5,Low,3,3,0,5,1,1
2023-01-08 02:00,2023-01-08,2,Sunday,1,0,1,MG Road & Brigade Rd,Cloudy,None,None,109,53,2.5,Low,3,4,1,5,1,1
2023-01-08 03:00,2023-01-08,3,Sunday,1,0,1,Sarjapur Junction,Clear,None,None,171,49,3.9,Low,3,7,0,5,1,1
2023-01-08 04:00,2023-01-08,4,Sunday,1,0,1,Sarjapur Junction,Clear,None,None,129,58,3.6,Low,3,7,0,5,1,1
2023-01-08 05:00,2023-01-08,5,Sunday,1,0,1,Sarjapur Junction,Clear,None,None,139,50,4.9,Low,3,7,0,5,1,1
2023-01-08 06:00,2023-01-08,6,Sunday,1,0,1,Outer Ring Road & Bellandur,Cloudy,None,None,110,54,2.1,Low,3,6,1,5,1,1
2023-01-08 07:00,2023-01-08,7,Sunday,1,0,1,Outer Ring Road & Bellandur,Fog,None,None,54,58,3.2,Low,3,6,2,5,1,1
2023-01-08 08:00,2023-01-08,8,Sunday,1,0,1,Bannerghatta Rd,Rain,None,Road Construction,38,54,3.0,Low,3,0,4,5,3,1
2023-01-08 09:00,2023-01-08,9,Sunday,1,0,1,Hebbal Flyover,Rain,None,Waterlogging,58,53,2.0,Low,3,2,4,5,5,1
2023-01-08 10:00,2023-01-08,10,Sunday,1,0,1,KR Puram Junction,Rain,Political Rally,None,374,42,8.9,Medium,3,3,4,6,1,2
2023-01-08 11:00,2023-01-08,11,Sunday,1,0,1,Outer Ring Road & Bellandur,Clear,Political Rally,None,719,26,14.3,High,3,6,0,6,1,0
2023-01-08 12:00,2023-01-08,12,Sunday,1,0,1,Hebbal Flyover,Cloudy,None,None,336,50,8.2,Medium,3,2,1,5,1,2
